0.869772	0.781697	-0.526519	0.111447	0.940359	-0.702559	-0.599831	-0.289677	0.0206672	0.249123	-0.877239	0.711241	-0.572135	-0.815463	0.50526	0.761693	0.770795	-0.127745	-0.113355	0.396328	0.799796	-0.925551	-0.00954461	-0.965161	-0.613194	0.920143	0.197327	0.36221	-0.0189266	-0.129393	0.838291	-0.190145	-0.989292	0.866084	-0.960553	-0.898379	0.466319	0.787271	-0.333184	0.103967	0.920524	0.524899	-0.87368	-0.723136	-0.177849	0.855973	0.811114	-0.0177401	0.466638	-0.54075	-0.653031	-0.361522	
0.310503	0.415011	0.151852	0.0871942	-0.522611	0.287822	-0.990309	0.533821	-0.335457	0.417477	0.02443	0.958835	0.318809	0.127348	0.920192	-0.357513	-0.819415	0.28256	0.463314	-0.391076	-0.704981	0.203428	-0.381766	-0.484812	-0.898628	0.702262	-0.950604	-0.64343	-0.741881	0.943534	0.783719	-0.958955	-0.143368	0.269748	-0.58733	0.633679	-0.535229	-0.0405062	0.864601	-0.539145	0.323296	0.246662	0.827971	-0.751951	0.928732	0.168314	0.81584	0.154216	0.103842	0.038309	-0.537686	-0.864677	
0.126048	0.626017	-0.878987	-0.963445	-0.173164	-0.869624	-0.368727	0.885795	-0.379612	0.358747	0.820905	-0.359967	-0.738535	0.72887	-0.957291	0.948075	-0.822644	-0.788759	-0.966902	0.940299	0.0889345	-0.223531	-0.456274	0.294432	0.405986	0.937424	-0.453043	-0.859176	0.784066	0.71349	-0.761621	-0.565501	0.945656	-0.679874	0.234216	-0.286784	-0.480791	-0.0305958	0.627754	0.404049	0.569377	-0.20347	0.935477	0.105334	0.702553	0.0340889	-0.736661	-0.400981	0.108588	-0.751227	-0.058313	-0.259087	
0.187881	0.336525	-0.234336	-0.806788	-0.915796	-0.0355227	-0.691447	0.00105417	-0.945998	0.258522	-0.54525	-0.0509331	0.209156	0.655707	-0.931556	0.744762	0.0981672	-0.347042	0.580941	0.405757	-0.449338	-0.295311	-0.651494	-0.182554	-0.0439967	-0.188155	-0.069642	-0.243458	-0.919208	0.534146	-0.868628	-0.0707326	0.438258	-0.567968	0.10101	-0.629078	-0.158284	0.632683	0.698832	0.374972	-0.385804	0.141247	0.777171	-0.877124	-0.711677	0.303109	0.408908	0.884986	-0.454312	-0.036569	0.746395	0.64398	
-0.477624	0.715151	-0.804246	-0.378592	-0.94843	0.259584	0.88356	0.433647	0.617879	-0.625734	-0.106706	0.758455	0.209709	0.636508	-0.874013	0.65282	0.414158	0.147214	-0.979248	0.0299654	0.719904	0.253587	0.551381	0.987833	0.444219	-0.205147	0.414542	-0.712882	-0.875118	-0.10783	0.106312	-0.44903	0.180845	-0.917492	0.835427	0.65538	0.101918	-0.724747	0.634882	0.301483	-0.876425	0.470965	-0.919484	0.679442	-0.419675	-0.184825	-0.277691	0.688246	-0.980073	0.243947	-0.135077	0.0913173	
0.750412	-0.0920886	0.193351	-0.0339702	0.238407	-0.938952	0.987968	-0.672653	-0.810769	-0.631723	0.645509	-0.470282	0.384493	-0.473364	-0.94449	-0.190736	-0.0290632	0.73425	0.388433	-0.68777	0.796094	-0.559164	-0.390143	0.591231	0.937947	0.0360761	-0.969699	-0.956314	0.114338	-0.44207	-0.407563	0.2443	0.454083	-0.213478	0.480192	0.790791	0.109991	-0.973122	-0.367039	-0.580657	-0.931599	0.937175	0.367096	0.67573	-0.199173	0.173386	-0.24929	-0.305495	-0.109851	-0.937944	-0.051824	0.558058	
0.109092	-0.192988	-0.712942	0.706824	-0.277836	-0.786777	0.281193	-0.0596095	-0.0828936	0.505405	0.727088	-0.573454	-0.0784036	-0.405797	-0.47238	0.5999	-0.524683	-0.802954	-0.917645	0.694932	0.840201	-0.0540132	0.379541	-0.0690321	0.481381	0.122857	-0.21822	-0.0866699	0.64234	-0.779496	-0.924971	0.0917652	-0.895842	-0.875992	0.803593	-0.393044	-0.061212	0.505775	0.572842	0.155041	-0.954979	0.293423	0.0237828	0.929229	0.766563	0.703727	-0.889963	0.573884	0.293043	-0.959175	0.257293	-0.176114	
0.419286	-0.453701	0.0662321	-0.439946	0.0902836	0.153435	-0.127221	0.987384	0.703975	-0.0532703	0.114662	-0.434007	0.571309	-0.704581	0.691237	-0.288741	0.150449	0.950009	-0.72166	-0.891364	0.528157	0.983451	0.705497	-0.657221	-0.536399	0.0201405	0.0086503	0.268412	0.131353	-0.402535	-0.208128	-0.299147	0.748508	0.763379	0.169266	-0.0820735	0.335653	-0.513997	-0.265168	-0.75812	-0.202463	-0.388791	0.0312738	-0.488887	0.178602	0.0740852	0.695661	-0.0577872	0.638527	0.565706	0.717002	-0.318578	
-0.204991	0.872571	0.897945	-0.946485	0.437679	-0.109049	-0.559481	-0.213745	-0.811731	-0.604487	-0.0712551	-0.263017	0.405132	0.0118835	0.857041	-0.0853033	0.802341	0.891086	-0.763349	0.888105	-0.477115	0.177304	0.457004	-0.0941233	-0.346493	-0.835961	-0.85847	-0.447908	0.992499	0.203687	0.405128	0.905125	-0.127481	-0.431319	0.264615	0.0414007	0.640616	0.969886	0.146055	-0.46073	0.65729	0.145553	0.818181	0.636381	-0.6159	0.181479	-0.310693	-0.439407	0.0272262	-0.322584	0.811579	-0.65626	
-0.0495839	-0.839257	-0.108226	-0.156929	-0.755858	-0.670002	-0.680975	0.124472	0.277795	-0.131325	0.808076	-0.00660586	-0.789585	-0.995384	0.740359	0.841643	-0.55881	-0.502384	0.126889	0.623125	-0.0825213	0.503563	-0.686096	-0.660785	0.116436	-0.380637	0.971289	-0.0317988	0.978894	0.249022	-0.332682	0.260393	-0.0764604	-0.982249	-0.771113	0.701183	-0.995778	0.914956	-0.0665223	-0.984089	-0.708847	0.059607	-0.456003	0.699706	-0.0473076	-0.796471	0.219449	-0.959906	-0.244858	-0.558089	0.372841	0.120159	
0.994569	-0.870926	0.930767	0.627756	0.907162	0.155229	-0.776252	-0.0147297	-0.660484	0.229667	0.428773	0.328065	-0.41119	-0.488558	-0.0991582	-0.588327	-0.930724	-0.0361655	-0.325727	0.216444	0.137348	0.174078	-0.429889	0.963086	-0.624	-0.154318	-0.0219664	-0.0458667	0.956574	-0.794626	-0.353825	-0.0055781	0.499505	0.389494	0.470647	-0.0327475	0.272063	-0.341994	0.152175	0.147633	0.578002	-0.651085	-0.0104141	0.418867	-0.357799	0.635399	-0.466864	-0.359094	-0.281182	0.238491	0.0121711	-0.439177	
0.656352	0.591016	0.135488	0.374117	0.550176	0.624658	-0.501974	-0.0225233	-0.549939	0.971015	-0.44957	0.878133	0.283762	0.0897113	-0.650274	0.87989	0.277751	-0.935393	-0.32199	0.72601	-0.830268	0.952204	-0.792607	0.636484	0.641988	-0.95456	0.417476	-0.943222	0.369026	0.658671	0.950519	0.8019	-0.408407	-0.508276	-0.45255	0.539966	0.798275	0.630063	0.267623	0.25432	-0.293596	-0.872785	-0.143566	-0.696968	-0.746145	0.0026201	-0.933653	0.988669	-0.053114	0.38139	0.872087	-0.80962	
0.722445	-0.916984	-0.471888	-0.527586	0.311916	-0.572729	-0.362856	-0.370613	-0.686299	0.637308	0.500735	-0.247492	-0.516522	-0.214139	-0.147508	0.25443	-0.680966	-0.121239	0.190059	-0.0673419	-0.308959	-0.834213	0.259156	0.824082	0.820901	0.89144	0.166814	-0.62845	0.844989	-0.823219	-0.438498	-0.380893	-0.0402195	-0.0735533	-0.591038	0.604387	-0.223586	0.801922	-0.170679	0.43001	-0.715694	-0.0788532	0.201001	-0.693857	-0.242823	0.907806	-0.150787	-0.539701	-0.600198	0.313935	0.933957	-0.310259	
-0.90715	-0.71994	0.455111	-0.0507329	0.730271	0.719765	-0.0954147	-0.394748	0.302939	-0.372756	-0.284303	0.457025	0.0312902	0.810156	-0.567785	0.710064	-0.409476	-0.535641	-0.252963	-0.385616	-0.550263	0.57669	0.5428	-0.912047	0.440141	0.15477	-0.0930082	-0.503451	-0.476753	0.23141	-0.540965	-0.202271	-0.74287	-0.670749	-0.420884	-0.62416	0.47794	-0.285592	0.633798	0.989283	-0.298391	-0.570537	0.311676	-0.432512	-0.675756	-0.642791	-0.739347	-0.677084	0.692035	0.137086	-0.00733514	-0.894201	
-0.255361	-0.860299	0.704221	0.188133	-0.663239	0.776733	0.335907	0.554751	0.409373	-0.856713	-0.98941	0.496029	-0.339122	-0.0124955	-0.848689	-0.861366	-0.326754	0.904339	0.276262	-0.542645	0.699955	0.998275	-0.207195	0.371784	0.50934	-0.760467	-0.613108	-0.641752	0.507537	0.364889	-0.768856	-0.238466	0.40068	-0.735916	-0.841594	-0.0134318	-0.166258	-0.894854	0.142266	-0.0145118	-0.0306063	-0.0397455	-0.590579	0.274029	-0.241063	0.287565	0.783654	0.684852	-0.430282	0.690517	0.937951	-0.275818	
-0.855217	-0.461452	-0.528638	0.164764	0.429064	0.268331	-0.130527	0.303583	-0.38024	0.422518	0.178444	0.0188377	0.94918	-0.808638	0.657666	-0.962188	-0.365588	-0.438396	-0.98969	0.35356	-0.809521	0.599856	-0.00639403	0.890899	0.669535	0.214869	-0.214227	-0.436965	0.859883	-0.901358	-0.497913	0.336474	0.598868	-0.186521	0.735316	-0.765382	-0.355449	-0.261088	-0.178609	0.136464	-0.235617	-0.252688	-0.992455	-0.402238	0.956318	0.69403	0.799896	-0.560908	0.313545	-0.734372	0.308383	-0.498297	
-0.0913672	-0.828026	-0.500708	-0.961076	0.938448	-0.876139	0.819002	0.245288	0.174389	-0.692376	-0.193664	-0.609577	-0.0330424	-0.594915	-0.923989	0.394589	0.397676	-0.690306	0.672444	0.727712	-0.473458	0.100556	0.194875	-0.937329	0.854216	-0.580151	0.460409	0.710477	-0.943084	-0.0919909	0.22857	-0.0682148	0.82441	-0.946005	-0.607194	0.742082	-0.794605	-0.625009	-0.379192	-0.00932205	0.451279	-0.952087	0.790415	-0.743248	0.163418	0.855578	0.986185	0.441307	0.150359	-0.0885471	-0.768146	-0.700183	
-0.96648	-0.491471	-0.453872	0.917555	-0.960951	0.168454	-0.497411	-0.537237	0.0640086	-0.554307	-0.755009	-0.711062	-0.330409	-0.787623	-0.0672558	0.760576	-0.730391	0.782022	-0.553077	-0.471937	0.757452	-0.0102325	-0.153909	-0.397794	-0.318021	0.472523	-0.914796	-0.80402	-0.34109	0.361911	-0.435566	0.209301	0.784499	-0.937396	-0.246173	-0.844058	-0.523181	0.919261	0.483409	0.923452	-0.389227	0.936875	0.30951	-0.490367	0.765757	-0.180037	0.0767946	0.968287	-0.861801	-0.227246	-0.0393665	-0.27959	
0.539141	0.793774	0.344326	0.470598	-0.990868	0.59792	0.882884	0.880784	-0.0681984	-0.613354	0.895062	-0.707393	-0.412341	0.0272535	-0.978821	-0.754874	0.522956	-0.35569	0.922728	0.124454	0.583382	0.183951	0.297386	0.895324	0.711375	-0.267579	-0.917144	0.517322	-0.553136	-0.996042	0.266065	0.261391	0.815486	-0.0642344	0.215281	0.317365	0.881036	0.664964	-0.967214	0.869816	-0.304085	0.977977	0.0416586	-0.829143	-0.929349	-0.423579	-0.71614	0.752931	0.15348	-0.570289	-0.293608	0.482758	
-0.054704	-0.808625	-0.190728	-0.32394	0.678806	0.220731	0.3658	0.0490799	-0.624286	-0.113936	0.313165	-0.600152	-0.589702	-0.933455	0.880823	0.525345	0.0302141	0.859783	0.657508	0.335428	-0.00937736	0.391399	0.0384963	-0.144698	0.0723392	-0.47875	-0.535207	-0.964697	-0.784365	0.971532	0.686749	-0.0509476	0.456676	0.217533	-0.605717	-0.537964	-0.726898	-0.486827	-0.526213	0.694674	0.37939	0.534274	-0.962115	0.0959312	-0.231114	-0.54947	-0.387197	-0.919431	-0.958242	-0.921709	-0.866326	0.855638	
