0.869772	-0.832984	0.679413	-0.261884	-0.869672	-0.594595	-0.021296	-0.795637	0.615685	0.262166	-0.106208	-0.0825301	-0.678502	0.279956	-0.466315	-0.239816	0.681914	0.983388	-0.655601	-0.446427	
0.310503	-0.872763	-0.51607	-0.304965	0.886922	0.396215	-0.506737	-0.667764	0.440049	-0.0357869	-0.963548	0.01799	0.115676	0.016048	-0.654298	-0.162216	-0.20497	0.698852	-0.849503	0.133254	
0.126048	-0.60505	0.902479	0.238797	0.909971	0.847116	-0.432732	0.266361	0.0795928	0.873266	-0.860247	0.102403	-0.835755	0.989561	0.0361625	0.660104	0.534287	-0.395362	-0.494605	-0.931281	
0.187881	-0.435402	-0.0144647	0.106901	0.792264	-0.512971	0.607451	-0.573271	0.623981	0.986135	-0.799474	-0.112306	0.654714	0.00414205	-0.260328	0.786416	0.623068	0.0384018	0.153187	0.0154655	
-0.477624	-0.509446	0.205538	0.619752	0.560294	-0.115922	0.988246	0.1098	-0.271399	-0.870671	-0.0340049	0.373161	-0.0908178	0.0401464	0.114185	0.939328	-0.53825	0.042897	0.849625	-0.852062	
0.750412	0.971482	-0.898396	0.203716	-0.625531	-0.267739	0.810956	0.194371	-0.344364	0.21135	-0.994667	0.790235	-0.224162	0.416324	-0.822927	0.323388	0.566318	0.513708	0.214672	-0.531976	
0.109092	0.767646	-0.674963	0.385935	0.122513	-0.777782	-0.0566227	0.662422	-0.6541	-0.138497	-0.811073	0.365014	0.0522332	-0.0675205	-0.0972193	-0.575661	0.752431	-0.320668	-0.131851	0.811817	
0.419286	0.765554	-0.632117	-0.418184	0.00317351	-0.0447883	0.554168	-0.162382	0.552909	-0.236188	0.832577	-0.010868	-0.257583	-0.762667	-0.565319	0.623848	-0.324642	-0.320016	0.814812	-0.434258	
-0.204991	0.00618672	0.65885	-0.812632	0.121789	-0.930678	0.735386	-0.341977	0.858416	-0.546879	-0.832805	-0.248718	-0.728321	0.195504	0.807995	0.963905	-0.855277	0.103557	0.698162	0.448434	
-0.0495839	0.105671	-0.786868	-0.745149	-0.516672	-0.935567	0.83912	-0.187691	-0.175783	0.778213	0.983419	0.867248	-0.169752	0.799271	-0.447365	-0.819728	0.238964	-0.58472	-0.937218	0.617375	
0.994569	0.0959184	0.539488	0.348339	-0.99928	-0.567894	0.138555	0.584788	-0.879117	-0.866003	-0.682631	0.183407	0.308026	-0.646975	-0.209	0.0253488	-0.659484	-0.832959	0.966131	-0.71373	
0.656352	0.484736	0.679917	0.44644	0.230884	-0.0091234	-0.958385	-0.582733	-0.299508	0.719646	-0.131265	0.436691	-0.24863	0.0101762	-0.742899	0.382115	-0.193966	0.71925	0.718269	-0.33674	
0.722445	-0.419126	0.403271	-0.820999	-0.428283	-0.381838	-0.152722	-0.733591	0.495147	0.449561	0.551299	-0.427238	-0.147205	0.757462	0.602638	-0.848032	-0.24071	-0.471501	-0.776269	0.260677	
-0.90715	-0.726439	0.0456751	-0.0601739	0.257493	0.102137	-0.420027	-0.779367	0.956921	0.740334	-0.0481096	-0.606994	0.9032	0.218905	0.4914	0.601577	0.116589	0.564788	0.586159	0.107947	
-0.255361	0.210373	0.715237	0.0251142	0.791079	0.681394	0.143256	0.438138	0.478311	-0.681549	-0.910847	0.794698	0.541688	0.15846	-0.906243	0.0153016	-0.985418	0.939672	0.674626	0.865977	
-0.855217	0.887983	-0.348982	-0.0853174	-0.035369	-0.909964	0.59601	0.0410091	-0.498758	0.746753	0.474178	0.137543	-0.630087	-0.161856	0.77875	0.863245	0.435567	-0.903198	0.272695	0.776573	
-0.0913672	0.223019	-0.708144	0.732234	0.408142	0.163652	0.349899	-0.890006	0.275008	-0.994471	0.563251	0.183633	0.760588	-0.82565	-0.572013	0.285305	0.43891	0.0180372	-0.0699613	0.0704857	
-0.96648	0.538068	0.709319	0.522977	0.92581	-0.138729	-0.414753	0.273464	0.264416	0.364899	-0.180411	0.203598	-0.182307	0.415425	-0.307693	-0.338431	-0.160956	0.440116	0.613217	-0.429233	
0.539141	-0.063404	0.352549	0.762216	0.309981	-0.190872	0.823645	0.525385	0.117679	0.821476	0.888549	0.529292	0.943664	-0.561124	0.826105	-0.0996597	-0.983723	-0.900923	0.374038	0.109531	
-0.054704	0.433261	0.457912	-0.70726	-0.162553	-0.184062	0.70456	-0.170323	-0.364244	-0.0443678	0.42418	0.990905	0.894366	-0.0946704	-0.0456402	0.846008	0.394601	-0.14816	-0.215088	0.122443	
0.781697	0.240978	-0.217436	0.187651	-0.747767	-0.0195068	-0.325124	-0.622584	0.474355	0.734362	-0.435214	0.569175	-0.385088	0.512317	-0.515248	-0.103854	0.167596	0.172659	-0.336953	0.376306	
0.415011	-0.0682313	0.738762	0.381472	-0.628981	-0.265171	0.209878	-0.681383	-0.519655	0.430038	0.86272	0.524978	0.517207	0.397223	0.983237	-0.480914	0.632559	0.895766	0.933205	0.0115367	
0.626017	-0.903749	0.0540117	-0.855181	-0.780592	-0.566481	-0.567983	-0.901886	-0.898456	-0.0496233	-0.3191	0.285009	-0.995623	0.970661	-0.141293	0.198444	0.741947	-0.741897	-0.110724	-0.877553	
0.336525	0.0145988	0.0838091	-0.150258	-0.730478	0.485008	-0.933671	-0.991365	0.711899	-0.256346	0.432857	0.605128	-0.936159	0.885241	0.285256	0.611687	0.977493	0.385889	0.625828	-0.627064	
0.715151	-0.106202	0.610925	-0.129764	0.302959	-0.0965756	-0.136197	0.342303	-0.536329	-0.819959	0.149271	-0.955061	0.044664	0.617225	-0.383798	0.570133	0.429028	-0.310111	0.427745	-0.795784	
-0.0920886	-0.22205	0.193457	0.622082	0.545726	-0.38755	0.698745	-0.258084	0.185626	0.0324258	0.0674779	-0.405125	0.843338	-0.504774	0.035748	0.423555	0.29241	-0.558433	-0.544686	-0.341655	
