-0.229452	-0.364996	-0.646251	0.213389	-0.248253	-0.0877231	0.521544	-0.900273	0.614604	0.336843	-0.616295	-0.958565	0.703495	0.693026	0.152451	0.211475	0.525007	0.137701	0.575865	-0.757177	
0.372257	0.0592687	0.261209	0.62904	-0.738631	-0.694115	0.500566	0.179052	0.725022	-0.322635	0.963817	0.51863	0.0960799	0.132922	-0.160518	-0.552958	0.667045	0.846905	0.997532	-0.916086	
-0.705713	-0.43909	0.940941	-0.439786	0.964278	-0.850347	0.209875	0.43912	0.762152	0.168141	0.851124	-0.332147	0.201791	-0.624614	0.423897	-0.63787	-0.851882	-0.848481	0.781064	0.15341	
-0.416923	-0.615824	-0.606729	0.643597	0.85477	0.329608	-0.327141	-0.303354	0.459426	0.269807	0.0473847	-0.687713	-0.835209	-0.652455	0.662078	-0.743593	-0.947102	0.667554	-0.335242	0.01319	
-0.545003	0.794367	0.0283619	0.809723	-0.709947	0.157608	0.788541	0.540684	0.597055	0.579853	-0.900979	0.877989	-0.106286	-0.659762	0.921242	0.795102	-0.396915	-0.674914	0.744122	-0.737407	
-0.909523	-0.197133	0.574043	-0.320352	-0.816901	0.665056	-0.51585	0.497289	-0.944495	-0.301273	0.107994	-0.574292	0.169561	-0.311871	0.367738	0.815101	0.151353	0.683272	0.0793548	0.286468	
-0.850925	0.525179	-0.695216	0.366019	0.982962	-0.718354	-0.998833	-0.0549481	-0.97981	0.882343	-0.965022	0.846715	0.814318	-0.675095	0.127685	-0.644359	0.61432	-0.693679	-0.412413	0.14753	
-0.602082	0.393251	-0.409275	-0.229818	0.066101	0.319533	0.92515	0.969116	0.784582	-0.917525	0.909599	-0.0339357	0.100838	0.143106	0.237663	0.0885876	0.538434	-0.207412	0.866759	0.260204	
-0.484951	0.397114	-0.748972	0.715105	-0.315546	-0.634879	0.690402	-0.201862	0.951529	0.94108	-0.129298	-0.837959	-0.0631021	-0.944857	0.647041	-0.711758	-0.496974	-0.75422	-0.876341	0.180636	
0.349392	0.698827	0.373553	0.687047	0.65651	0.414142	-0.100649	-0.775216	0.00647438	-0.972427	-0.0103718	0.789528	-0.885156	0.821295	-0.707761	0.339933	-0.57277	-0.432821	-0.357086	0.975996	
-0.731215	-0.163421	0.312649	-0.892136	-0.966015	-0.180264	0.903965	0.310456	-0.751511	-0.688736	0.27296	-0.0462657	-0.987162	0.506271	-0.75504	-0.327986	0.228548	0.341378	0.37787	-0.486552	
-0.328754	-0.65069	0.359635	-0.672838	0.471132	-0.75705	0.723363	-0.600199	0.874801	-0.097708	-0.994205	0.993724	0.509664	-0.983633	0.607732	-0.270054	-0.208774	-0.263615	-0.477563	0.52049	
